Bill_No,Customer_ID,Gender,Customer_Location,Purchase_ID,Date_Purchase,Week_Purchase,Time,Time_Bucket,Categories,Purchase_Item,"Purchase_Qty (kg,ltre)",Payment_Mode,Price,Gross Sale,%,Total Sales
4934,MPM_VVMID29321,Male,Maddilapalem,PRE_PRCS0462241,22-01-2026,Thursday,12:15,Afternoon,Personal Care,"Diapers (Pampers, Huggies, MamyPoko)",2,Debit Card,329.50,659.00,5.75,653.25
4935,MPM_VVMID29327,Male,Maddilapalem,PRE_PRCS0462232,15-01-2026,Thursday,12:18,Afternoon,Apparel,Off-Shoulder Tops,1,Debit Card,328.40,328.40,0.25,328.15
4936,VKPM_VVMID06873,Male,Visakhapatnam,PRE_PRCS0462223,28-12-2025,Sunday,12:21,Afternoon,Dairy & Frozen,Frozen Idli / Dosa Batter,1,Net Banking,80.00,80.00,0.25,79.75
4937,VKPM_VVMID06876,Female,Visakhapatnam,PRE_PRCS0462214,29-12-2025,Monday,12:24,Afternoon,Dairy & Frozen,Frozen Pizza Base,1,Cash,180.00,180.00,0.25,179.75
4938,VKPM_VVMID06879,Male,Visakhapatnam,PRE_PRCS0462205,11-01-2026,Sunday,12:27,Afternoon,Fruits & Vegitables,Cashew Fruit,1,Debit Card,138.95,138.95,0.25,138.70
4939,MVPC_VVMID30323,Male,MVP Colony,PRE_PRCS0462196,21-01-2026,Wednesday,12:30,Afternoon,Personal Care,Baby Wipes,3,UPI,800.50,2401.50,10.75,2390.75
4940,VKPM_VVMID06882,Female,Visakhapatnam,PRE_PRCS0462187,09-01-2026,Friday,12:33,Afternoon,Home & Kitchen,Wall Shelves,2,UPI,7496.20,14992.40,5.75,14986.65
4941,MVPC_VVMID30327,Male,MVP Colony,PRE_PRCS0462178,16-01-2026,Friday,12:36,Afternoon,Apparel,Cardigans,2,UPI,226.20,452.40,5.75,446.65
4942,VKPM_VVMID06885,Male,Visakhapatnam,PRE_PRCS0462169,01-01-2026,Thursday,12:39,Afternoon,General Merchandise,Temple Jewellery,3,UPI,600.00,1800.00,10.75,1789.25
4943,MVPC_VVMID30331,Male,MVP Colony,PRE_PRCS0462160,15-01-2026,Thursday,12:42,Afternoon,Grocery & Staples,Palm Oil,2,UPI,120.60,241.20,5.75,235.45
4944,JMBJ_VVMID27778,Male,Jagadamba Junction,PRE_PRCS0462151,17-01-2026,Saturday,12:45,Afternoon,Apparel,Capes,2,UPI,200.00,400.00,5.75,394.25
4945,JMBJ_VVMID27797,Male,Jagadamba Junction,PRE_PRCS0462142,20-01-2026,Tuesday,12:48,Afternoon,Personal Care,Baby Powder / Lotion / Oil,3,UPI,380.70,1142.10,10.75,1131.35
4946,VKPM_VVMID06888,Male,Visakhapatnam,PRE_PRCS0462133,19-01-2026,Monday,12:51,Afternoon,Personal Care,Baby Shampoo / Soap,2,Cash,280.40,560.80,5.75,555.05
4947,VKPM_VVMID06891,Male,Visakhapatnam,PRE_PRCS0462124,18-01-2026,Sunday,12:54,Afternoon,Personal Care,Feeding Bottles,6,Debit Card,329.50,1977.00,27.95,1949.05
4948,VKPM_VVMID06894,Female,Visakhapatnam,PRE_PRCS0462115,17-01-2026,Saturday,12:57,Afternoon,Personal Care,Bottle Sterilizers,1,Cash,89.80,89.80,0.25,89.55
4949,JMBJ_VVMID27816,Male,Jagadamba Junction,PRE_PRCS0462106,16-01-2026,Friday,13:02,Afternoon,Grocery & Staples,Ghee (Clarified Butter),2,UPI,80.00,160.00,5.75,154.25
4950,VKPM_VVMID06897,Female,Visakhapatnam,PRE_PRCS0462097,30-12-2025,Tuesday,13:05,Afternoon,Dairy & Frozen,Frozen Chicken (Whole/Pieces),1,UPI,185.80,185.80,0.25,185.55
4951,VKPM_VVMID06900,Male,Visakhapatnam,PRE_PRCS0462088,12-01-2026,Monday,13:08,Afternoon,Fruits & Vegitables,Raw Mango,1,Cash,80.60,80.60,0.25,80.35
4952,VKPM_VVMID06903,Male,Visakhapatnam,PRE_PRCS0462079,16-01-2026,Friday,13:11,Afternoon,Personal Care,Pacifiers / Teethers,1,UPI,120.60,120.60,0.25,120.35
4953,VKPM_VVMID06906,Male,Visakhapatnam,PRE_PRCS0462070,10-01-2026,Saturday,13:14,Afternoon,Home & Kitchen,Bedside Tables,1,Net Banking,3400.79,3400.79,0.25,3400.54
4954,VKPM_VVMID06909,Male,Visakhapatnam,PRE_PRCS0462061,18-01-2026,Sunday,13:17,Afternoon,Apparel,Tights,2,Cash,128.90,257.80,5.75,252.05
4955,VKPM_VVMID06912,Female,Visakhapatnam,PRE_PRCS0462052,30-12-2025,Tuesday,13:20,Afternoon,General Merchandise,Oxidized Jewellery,3,UPI,120.60,361.80,10.75,351.05
4956,VKPM_VVMID06915,Male,Visakhapatnam,PRE_PRCS0462043,15-01-2026,Thursday,13:23,Afternoon,Personal Care,Baby Food / Cereal,1,Net Banking,450.97,450.97,0.25,450.72
4957,VKPM_VVMID06918,Male,Visakhapatnam,PRE_PRCS0462034,14-01-2026,Wednesday,13:26,Afternoon,Personal Care,Bibs,1,Cash,200.80,200.80,0.25,200.55
4958,VKPM_VVMID06921,Female,Visakhapatnam,PRE_PRCS0462025,13-01-2026,Tuesday,13:29,Afternoon,Personal Care,Baby Towels,2,UPI,1200.00,2400.00,5.75,2394.25
4959,VZNM_VVMID08945,Male,Vizianagaram,PRE_PRCS0462016,12-01-2026,Monday,13:32,Afternoon,Personal Care,Baby Diapers Bags,2,UPI,79.05,158.10,5.75,152.35
4960,SKLM_VVMID805720,Male,Srikakulam,PRE_PRCS0462007,11-01-2026,Sunday,13:35,Afternoon,Personal Care,Potty Seats / Trainers,2,Net Banking,120.00,240.00,5.75,234.25
4961,VKPM_VVMID06924,Male,Visakhapatnam,PRE_PRCS0461998,19-01-2026,Monday,13:38,Afternoon,Apparel,A-Line Dresses,2,Debit Card,3480.60,6961.20,5.75,6955.45
4962,VKPM_VVMID06927,Male,Visakhapatnam,PRE_PRCS0461989,20-01-2026,Tuesday,13:41,Afternoon,Apparel,Bodycon Dresses,2,Cash,389.70,779.40,5.75,773.65
4963,VKPM_VVMID06930,Male,Visakhapatnam,PRE_PRCS0461980,17-01-2026,Saturday,13:44,Afternoon,Grocery & Staples,Cow Ghee,2,Cash,111.58,223.16,5.75,217.41
4964,VZNM_VVMID08953,Male,Vizianagaram,PRE_PRCS0461971,31-12-2025,Wednesday,13:47,Afternoon,Dairy & Frozen,Frozen Chicken Nuggets,1,UPI,230.80,230.80,0.25,230.55
4965,VKPM_VVMID06933,Male,Visakhapatnam,PRE_PRCS0461962,13-01-2026,Tuesday,13:50,Afternoon,Fruits & Vegitables,Spinach,1,UPI,80.00,80.00,0.25,79.75
4966,GJA_VVMID23065,Female,Gajuwaka,PRE_PRCS0461953,10-01-2026,Saturday,13:53,Afternoon,Personal Care,Baby Walkers,2,UPI,1500.60,3001.20,5.75,2995.45
4967,VKPM_VVMID06936,Male,Visakhapatnam,PRE_PRCS0461944,11-01-2026,Sunday,13:56,Afternoon,Home & Kitchen,Brooms (Jhadu),2,Cash,100.80,201.60,5.75,195.85
4968,VKPM_VVMID06939,Female,Visakhapatnam,PRE_PRCS0461935,21-01-2026,Wednesday,13:59,Afternoon,Apparel,"Panties (Bikini, Hipster, Boy Shorts, Thongs)",2,UPI,429.70,859.40,5.75,853.65
4969,NAD_VVMID31341,Male,NAD Junction,PRE_PRCS0461926,31-12-2025,Wednesday,14:02,Afternoon,General Merchandise,Artificial / Fashion Jewellery,3,Cash,1280.90,3842.70,10.75,3831.95
4970,AN-VVMID014567,Male,Auto Nagar,PRE_PRCS0461917,09-01-2026,Friday,14:05,Afternoon,Personal Care,Cribs / Cradles (small/foldable),2,Cash,112.22,224.44,5.75,218.69
4971,VKPM_VVMID06942,Male,Visakhapatnam,PRE_PRCS0461908,14-01-2026,Wednesday,14:08,Afternoon,Fruits & Vegitables,Fenugreek Leaves,1,Net Banking,329.50,329.50,0.25,329.25
4972,VKPM_VVMID06945,Male,Visakhapatnam,PRE_PRCS0461899,22-01-2026,Thursday,14:11,Afternoon,Apparel,Nightgowns / Nighties,2,Net Banking,1452.60,2905.20,5.75,2899.45
4973,DN_VVMID018085,Female,Dwaraka Nagar,PRE_PRCS0461890,01-01-2026,Thursday,14:14,Afternoon,General Merchandise,Bridal Jewellery Sets,3,Credit Card,2050.70,6152.10,10.75,6141.35
4974,MPM_VVMID29333,Male,Maddilapalem,PRE_PRCS0461881,30-12-2025,Tuesday,14:17,Afternoon,General Merchandise,Analog Watches,1,Debit Card,428.90,428.90,0.25,428.65
4975,VKPM_VVMID06948,Male,Visakhapatnam,PRE_PRCS0461872,18-01-2026,Sunday,14:20,Afternoon,Grocery & Staples,Buffalo Ghee,2,Debit Card,85.80,171.60,5.75,165.85
4976,SKLM_VVMID805740,Female,Srikakulam,PRE_PRCS0461863,01-01-2026,Thursday,14:23,Afternoon,Dairy & Frozen,Frozen Chicken Sausages,1,Net Banking,245.86,245.86,0.25,245.61
4977,VKPM_VVMID06951,Male,Visakhapatnam,PRE_PRCS0461854,15-01-2026,Thursday,14:26,Afternoon,Fruits & Vegitables,Amaranth Leaves (Red),1,Cash,129.00,129.00,0.25,128.75
4978,GJA_VVMID23075,Male,Gajuwaka,PRE_PRCS0461845,08-01-2026,Thursday,14:29,Afternoon,Personal Care,Soaps / Shower Gels,2,Credit Card,219.00,438.00,5.75,432.25
4979,VKPM_VVMID06954,Male,Visakhapatnam,PRE_PRCS0461836,12-01-2026,Monday,14:32,Afternoon,Home & Kitchen,Mops (Pocha),2,UPI,553.60,1107.20,5.75,1101.45
4980,VKPM_VVMID06957,Male,Visakhapatnam,PRE_PRCS0461827,23-01-2026,Friday,14:35,Afternoon,Apparel,Maternity Night Wear,2,Cash,45.80,91.60,5.75,85.85
4981,MVPC_VVMID30335,Male,MVP Colony,PRE_PRCS0461818,31-12-2025,Wednesday,14:38,Afternoon,General Merchandise,Digital Watches,1,UPI,329.50,329.50,0.25,329.25
4982,JMBJ_VVMID27835,Male,Jagadamba Junction,PRE_PRCS0461809,01-01-2026,Thursday,14:41,Afternoon,General Merchandise,Smart Watches,1,UPI,519.00,519.00,0.25,518.75
4983,VKPM_VVMID06960,Male,Visakhapatnam,PRE_PRCS0461800,30-12-2025,Tuesday,14:44,Afternoon,General Merchandise,Sports Watches,1,Cash,5000.00,5000.00,0.25,4999.75
4984,VKPM_VVMID06963,Female,Visakhapatnam,PRE_PRCS0461791,19-01-2026,Monday,14:47,Afternoon,Grocery & Staples,Vanaspati (Dalda),2,Cash,128.90,257.80,5.75,252.05
4985,VKPM_VVMID06966,Male,Visakhapatnam,PRE_PRCS0461782,30-12-2025,Tuesday,14:50,Afternoon,Grocery & Staples,Refined Oil,2,UPI,139.70,279.40,5.75,273.65
4986,GJA_VVMID23085,Female,Gajuwaka,PRE_PRCS0461773,02-01-2026,Friday,14:53,Afternoon,Dairy & Frozen,Frozen Chicken Seekh Kebab,1,UPI,336.22,336.22,0.25,335.97
4987,VKPM_VVMID06969,Male,Visakhapatnam,PRE_PRCS0461764,16-01-2026,Friday,14:56,Afternoon,Fruits & Vegitables,Coriander Leaves,1,UPI,106.86,106.86,0.25,106.61
4988,AN-VVMID014581,Male,Auto Nagar,PRE_PRCS0461755,07-01-2026,Wednesday,14:59,Afternoon,Personal Care,Shampoo / Conditioner,2,Debit Card,119.60,239.20,5.75,233.45
4989,VZNM_VVMID08961,Male,Vizianagaram,PRE_PRCS0461746,13-01-2026,Tuesday,15:02,Afternoon,Home & Kitchen,Dustpans,1,UPI,329.50,329.50,0.25,329.25
4990,VKPM_VVMID06972,Male,Visakhapatnam,PRE_PRCS0461737,24-01-2026,Saturday,15:05,Afternoon,Apparel,"Socks (Ankle, Knee-Length, No-Show)",2,UPI,69.00,138.00,5.75,132.25
4991,VKPM_VVMID06975,Female,Visakhapatnam,PRE_PRCS0461728,31-12-2025,Wednesday,15:08,Afternoon,General Merchandise,Couple Watches,1,Debit Card,111.18,111.18,0.25,110.93
4992,VZNM_VVMID08969,Male,Vizianagaram,PRE_PRCS0461719,25-01-2026,Sunday,15:11,Afternoon,Apparel,Leggings,2,UPI,459.80,919.60,5.75,913.85
4993,SKLM_VVMID805760,Male,Srikakulam,PRE_PRCS0461710,26-01-2026,Monday,15:14,Afternoon,Apparel,Dupattas / Stoles / Scarves,2,Net Banking,329.50,659.00,5.75,653.25
4994,GJA_VVMID23095,Female,Gajuwaka,PRE_PRCS0461701,27-01-2026,Tuesday,15:17,Afternoon,Apparel,Shawls,2,UPI,681.80,1363.60,5.75,1357.85
4995,VKPM_VVMID06978,Male,Visakhapatnam,PRE_PRCS0461692,31-12-2025,Wednesday,15:20,Afternoon,Grocery & Staples,Sugar,2,Net Banking,180.00,360.00,5.75,354.25
4996,AN-VVMID014595,Male,Auto Nagar,PRE_PRCS0461683,03-01-2026,Saturday,15:23,Afternoon,Dairy & Frozen,Frozen Chicken Tikka,1,Cash,426.58,426.58,0.25,426.33
4997,VZNM_VVMID08977,Male,Vizianagaram,PRE_PRCS0461674,17-01-2026,Saturday,15:26,Afternoon,Fruits & Vegitables,Curry Leaves,1,UPI,116.54,116.54,0.25,116.29
4998,VKPM_VVMID06981,Male,Visakhapatnam,PRE_PRCS0461665,06-01-2026,Tuesday,15:29,Afternoon,Personal Care,Hair Oil,2,UPI,224.20,448.40,5.75,442.65
4999,SKLM_VVMID805780,Male,Srikakulam,PRE_PRCS0461656,14-01-2026,Wednesday,15:32,Afternoon,Home & Kitchen,Scrubbers / Brushes,2,Net Banking,283.20,566.40,5.75,560.65
5000,SKLM_VVMID805789,Female,Srikakulam,PRE_PRCS0461009,11-01-2026,Sunday,11:08,Morning,Apparel,"Shirts (Casual, Formal)",5,Debit Card,1599.00,7995.00,25.05,7969.95
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
